Name,Equip Gender,Style Gender,Path
Guild Cross Circlet α,Male,Male,natives/STM/Art/Model/Character/ch02/073/000/3/ch02_073_0003
Guild Cross Circlet α,Male,Female,natives/STM/Art/Model/Character/ch02/073/000/3/ch02_073_0003
Guild Cross Circlet α,Female,Male,natives/STM/Art/Model/Character/ch03/073/000/3/ch03_073_0003
Guild Cross Circlet α,Female,Female,natives/STM/Art/Model/Character/ch03/073/000/3/ch03_073_0003
Guild Cross Suit α,Male,Male,natives/STM/Art/Model/Character/ch02/073/000/2/ch02_073_0002
Guild Cross Suit α,Male,Female,natives/STM/Art/Model/Character/ch02/073/000/2/ch02_073_0002
Guild Cross Suit α,Female,Male,natives/STM/Art/Model/Character/ch03/073/000/2/ch03_073_0002
Guild Cross Suit α,Female,Female,natives/STM/Art/Model/Character/ch03/073/000/2/ch03_073_0002
Guild Cross Vambraces α,Male,Male,natives/STM/Art/Model/Character/ch02/073/000/1/ch02_073_0001
Guild Cross Vambraces α,Male,Female,natives/STM/Art/Model/Character/ch02/073/000/1/ch02_073_0001
Guild Cross Vambraces α,Female,Male,natives/STM/Art/Model/Character/ch03/073/000/1/ch03_073_0001
Guild Cross Vambraces α,Female,Female,natives/STM/Art/Model/Character/ch03/073/000/1/ch03_073_0001
Guild Cross Coil α,Male,Male,natives/STM/Art/Model/Character/ch02/073/000/5/ch02_073_0005
Guild Cross Coil α,Male,Female,natives/STM/Art/Model/Character/ch02/073/000/5/ch02_073_0005
Guild Cross Coil α,Female,Male,natives/STM/Art/Model/Character/ch03/073/000/5/ch03_073_0005
Guild Cross Coil α,Female,Female,natives/STM/Art/Model/Character/ch03/073/000/5/ch03_073_0005
Guild Cross Boots α,Male,Male,natives/STM/Art/Model/Character/ch02/073/000/4/ch02_073_0004
Guild Cross Boots α,Male,Female,natives/STM/Art/Model/Character/ch02/073/000/4/ch02_073_0004
Guild Cross Boots α,Female,Male,natives/STM/Art/Model/Character/ch03/073/000/4/ch03_073_0004
Guild Cross Boots α,Female,Female,natives/STM/Art/Model/Character/ch03/073/000/4/ch03_073_0004
Clerk Visor α,Male,Male,natives/STM/Art/Model/Character/ch02/074/000/3/ch02_074_0003
Clerk Visor α,Male,Female,natives/STM/Art/Model/Character/ch02/074/001/3/ch02_074_0013
Clerk Visor α,Female,Male,natives/STM/Art/Model/Character/ch03/074/000/3/ch03_074_0003
Clerk Visor α,Female,Female,natives/STM/Art/Model/Character/ch03/074/001/3/ch03_074_0013
Clerk Suit α,Male,Male,natives/STM/Art/Model/Character/ch02/074/000/2/ch02_074_0002
Clerk Suit α,Male,Female,natives/STM/Art/Model/Character/ch02/074/001/2/ch02_074_0012
Clerk Suit α,Female,Male,natives/STM/Art/Model/Character/ch03/074/000/2/ch03_074_0002
Clerk Suit α,Female,Female,natives/STM/Art/Model/Character/ch03/074/001/2/ch03_074_0012
Clerk Vambraces α,Male,Male,natives/STM/Art/Model/Character/ch02/074/000/1/ch02_074_0001
Clerk Vambraces α,Male,Female,natives/STM/Art/Model/Character/ch02/074/001/1/ch02_074_0011
Clerk Vambraces α,Female,Male,natives/STM/Art/Model/Character/ch03/074/000/1/ch03_074_0001
Clerk Vambraces α,Female,Female,natives/STM/Art/Model/Character/ch03/074/001/1/ch03_074_0011
Clerk Belt α,Male,Male,natives/STM/Art/Model/Character/ch02/074/000/5/ch02_074_0005
Clerk Belt α,Male,Female,natives/STM/Art/Model/Character/ch02/074/001/5/ch02_074_0015
Clerk Belt α,Female,Male,natives/STM/Art/Model/Character/ch03/074/000/5/ch03_074_0005
Clerk Belt α,Female,Female,natives/STM/Art/Model/Character/ch03/074/001/5/ch03_074_0015
Clerk Shoes α,Male,Male,natives/STM/Art/Model/Character/ch02/074/000/4/ch02_074_0004
Clerk Shoes α,Male,Female,natives/STM/Art/Model/Character/ch02/074/001/4/ch02_074_0014
Clerk Shoes α,Female,Male,natives/STM/Art/Model/Character/ch03/074/000/4/ch03_074_0004
Clerk Shoes α,Female,Female,natives/STM/Art/Model/Character/ch03/074/001/4/ch03_074_0014
Gourmand's Earring α,Male,Male,natives/STM/Art/Model/Character/ch02/076/100/3/ch02_076_1003
Gourmand's Earring α,Male,Female,natives/STM/Art/Model/Character/ch02/076/101/3/ch02_076_1013
Gourmand's Earring α,Female,Male,natives/STM/Art/Model/Character/ch03/076/100/3/ch03_076_1003
Gourmand's Earring α,Female,Female,natives/STM/Art/Model/Character/ch03/076/101/3/ch03_076_1013
Earrings of Dedication α,Male,Male,natives/STM/Art/Model/Character/ch02/076/000/3/ch02_076_0003
Earrings of Dedication α,Male,Female,natives/STM/Art/Model/Character/ch02/076/001/3/ch02_076_0013
Earrings of Dedication α,Female,Male,natives/STM/Art/Model/Character/ch03/076/000/3/ch03_076_0003
Earrings of Dedication α,Female,Female,natives/STM/Art/Model/Character/ch03/076/001/3/ch03_076_0013
Mizutsune Helm α,Male,Male,natives/STM/Art/Model/Character/ch02/066/000/3/ch02_066_0003
Mizutsune Helm α,Male,Female,natives/STM/Art/Model/Character/ch02/066/001/3/ch02_066_0013
Mizutsune Helm α,Female,Male,natives/STM/Art/Model/Character/ch03/066/000/3/ch03_066_0003
Mizutsune Helm α,Female,Female,natives/STM/Art/Model/Character/ch03/066/001/3/ch03_066_0013
Mizutsune Mail α,Male,Male,natives/STM/Art/Model/Character/ch02/066/000/2/ch02_066_0002
Mizutsune Mail α,Male,Female,natives/STM/Art/Model/Character/ch02/066/001/2/ch02_066_0012
Mizutsune Mail α,Female,Male,natives/STM/Art/Model/Character/ch03/066/000/2/ch03_066_0002
Mizutsune Mail α,Female,Female,natives/STM/Art/Model/Character/ch03/066/001/2/ch03_066_0012
Mizutsune Braces α,Male,Male,natives/STM/Art/Model/Character/ch02/066/000/1/ch02_066_0001
Mizutsune Braces α,Male,Female,natives/STM/Art/Model/Character/ch02/066/001/1/ch02_066_0011
Mizutsune Braces α,Female,Male,natives/STM/Art/Model/Character/ch03/066/000/1/ch03_066_0001
Mizutsune Braces α,Female,Female,natives/STM/Art/Model/Character/ch03/066/001/1/ch03_066_0011
Mizutsune Coil α,Male,Male,natives/STM/Art/Model/Character/ch02/066/000/5/ch02_066_0005
Mizutsune Coil α,Male,Female,natives/STM/Art/Model/Character/ch02/066/001/5/ch02_066_0015
Mizutsune Coil α,Female,Male,natives/STM/Art/Model/Character/ch03/066/000/5/ch03_066_0005
Mizutsune Coil α,Female,Female,natives/STM/Art/Model/Character/ch03/066/001/5/ch03_066_0015
Mizutsune Greaves α,Male,Male,natives/STM/Art/Model/Character/ch02/066/000/4/ch02_066_0004
Mizutsune Greaves α,Male,Female,natives/STM/Art/Model/Character/ch02/066/001/4/ch02_066_0014
Mizutsune Greaves α,Female,Male,natives/STM/Art/Model/Character/ch03/066/000/4/ch03_066_0004
Mizutsune Greaves α,Female,Female,natives/STM/Art/Model/Character/ch03/066/001/4/ch03_066_0014
Mizutsune Helm β,Male,Male,natives/STM/Art/Model/Character/ch02/066/000/3/ch02_066_0003
Mizutsune Helm β,Male,Female,natives/STM/Art/Model/Character/ch02/066/001/3/ch02_066_0013
Mizutsune Helm β,Female,Male,natives/STM/Art/Model/Character/ch03/066/000/3/ch03_066_0003
Mizutsune Helm β,Female,Female,natives/STM/Art/Model/Character/ch03/066/001/3/ch03_066_0013
Mizutsune Mail β,Male,Male,natives/STM/Art/Model/Character/ch02/066/000/2/ch02_066_0002
Mizutsune Mail β,Male,Female,natives/STM/Art/Model/Character/ch02/066/001/2/ch02_066_0012
Mizutsune Mail β,Female,Male,natives/STM/Art/Model/Character/ch03/066/000/2/ch03_066_0002
Mizutsune Mail β,Female,Female,natives/STM/Art/Model/Character/ch03/066/001/2/ch03_066_0012
Mizutsune Braces β,Male,Male,natives/STM/Art/Model/Character/ch02/066/000/1/ch02_066_0001
Mizutsune Braces β,Male,Female,natives/STM/Art/Model/Character/ch02/066/001/1/ch02_066_0011
Mizutsune Braces β,Female,Male,natives/STM/Art/Model/Character/ch03/066/000/1/ch03_066_0001
Mizutsune Braces β,Female,Female,natives/STM/Art/Model/Character/ch03/066/001/1/ch03_066_0011
Mizutsune Coil β,Male,Male,natives/STM/Art/Model/Character/ch02/066/000/5/ch02_066_0005
Mizutsune Coil β,Male,Female,natives/STM/Art/Model/Character/ch02/066/001/5/ch02_066_0015
Mizutsune Coil β,Female,Male,natives/STM/Art/Model/Character/ch03/066/000/5/ch03_066_0005
Mizutsune Coil β,Female,Female,natives/STM/Art/Model/Character/ch03/066/001/5/ch03_066_0015
Mizutsune Greaves β,Male,Male,natives/STM/Art/Model/Character/ch02/066/000/4/ch02_066_0004
Mizutsune Greaves β,Male,Female,natives/STM/Art/Model/Character/ch02/066/001/4/ch02_066_0014
Mizutsune Greaves β,Female,Male,natives/STM/Art/Model/Character/ch03/066/000/4/ch03_066_0004
Mizutsune Greaves β,Female,Female,natives/STM/Art/Model/Character/ch03/066/001/4/ch03_066_0014
Numinous Crown α,Male,Male,natives/STM/Art/Model/Character/ch02/059/010/3/ch02_059_0103
Numinous Crown α,Male,Female,natives/STM/Art/Model/Character/ch02/059/011/3/ch02_059_0113
Numinous Crown α,Female,Male,natives/STM/Art/Model/Character/ch03/059/010/3/ch03_059_0103
Numinous Crown α,Female,Female,natives/STM/Art/Model/Character/ch03/059/011/3/ch03_059_0113
Numinous Shroud α,Male,Male,natives/STM/Art/Model/Character/ch02/059/010/2/ch02_059_0102
Numinous Shroud α,Male,Female,natives/STM/Art/Model/Character/ch02/059/011/2/ch02_059_0112
Numinous Shroud α,Female,Male,natives/STM/Art/Model/Character/ch03/059/010/2/ch03_059_0102
Numinous Shroud α,Female,Female,natives/STM/Art/Model/Character/ch03/059/011/2/ch03_059_0112
Numinous Vambraces α,Male,Male,natives/STM/Art/Model/Character/ch02/059/010/1/ch02_059_0101
Numinous Vambraces α,Male,Female,natives/STM/Art/Model/Character/ch02/059/011/1/ch02_059_0111
Numinous Vambraces α,Female,Male,natives/STM/Art/Model/Character/ch03/059/010/1/ch03_059_0101
Numinous Vambraces α,Female,Female,natives/STM/Art/Model/Character/ch03/059/011/1/ch03_059_0111
Numinous Overlay α,Male,Male,natives/STM/Art/Model/Character/ch02/059/010/5/ch02_059_0105
Numinous Overlay α,Male,Female,natives/STM/Art/Model/Character/ch02/059/011/5/ch02_059_0115
Numinous Overlay α,Female,Male,natives/STM/Art/Model/Character/ch03/059/010/5/ch03_059_0105
Numinous Overlay α,Female,Female,natives/STM/Art/Model/Character/ch03/059/011/5/ch03_059_0115
Numinous Greaves α,Male,Male,natives/STM/Art/Model/Character/ch02/059/010/4/ch02_059_0104
Numinous Greaves α,Male,Female,natives/STM/Art/Model/Character/ch02/059/011/4/ch02_059_0114
Numinous Greaves α,Female,Male,natives/STM/Art/Model/Character/ch03/059/010/4/ch03_059_0104
Numinous Greaves α,Female,Female,natives/STM/Art/Model/Character/ch03/059/011/4/ch03_059_0114
Numinous Crown β,Male,Male,natives/STM/Art/Model/Character/ch02/059/010/3/ch02_059_0103
Numinous Crown β,Male,Female,natives/STM/Art/Model/Character/ch02/059/011/3/ch02_059_0113
Numinous Crown β,Female,Male,natives/STM/Art/Model/Character/ch03/059/010/3/ch03_059_0103
Numinous Crown β,Female,Female,natives/STM/Art/Model/Character/ch03/059/011/3/ch03_059_0113
Numinous Shroud β,Male,Male,natives/STM/Art/Model/Character/ch02/059/010/2/ch02_059_0102
Numinous Shroud β,Male,Female,natives/STM/Art/Model/Character/ch02/059/011/2/ch02_059_0112
Numinous Shroud β,Female,Male,natives/STM/Art/Model/Character/ch03/059/010/2/ch03_059_0102
Numinous Shroud β,Female,Female,natives/STM/Art/Model/Character/ch03/059/011/2/ch03_059_0112
Numinous Vambraces β,Male,Male,natives/STM/Art/Model/Character/ch02/059/010/1/ch02_059_0101
Numinous Vambraces β,Male,Female,natives/STM/Art/Model/Character/ch02/059/011/1/ch02_059_0111
Numinous Vambraces β,Female,Male,natives/STM/Art/Model/Character/ch03/059/010/1/ch03_059_0101
Numinous Vambraces β,Female,Female,natives/STM/Art/Model/Character/ch03/059/011/1/ch03_059_0111
Numinous Overlay β,Male,Male,natives/STM/Art/Model/Character/ch02/059/010/5/ch02_059_0105
Numinous Overlay β,Male,Female,natives/STM/Art/Model/Character/ch02/059/011/5/ch02_059_0115
Numinous Overlay β,Female,Male,natives/STM/Art/Model/Character/ch03/059/010/5/ch03_059_0105
Numinous Overlay β,Female,Female,natives/STM/Art/Model/Character/ch03/059/011/5/ch03_059_0115
Numinous Greaves β,Male,Male,natives/STM/Art/Model/Character/ch02/059/010/4/ch02_059_0104
Numinous Greaves β,Male,Female,natives/STM/Art/Model/Character/ch02/059/011/4/ch02_059_0114
Numinous Greaves β,Female,Male,natives/STM/Art/Model/Character/ch03/059/010/4/ch03_059_0104
Numinous Greaves β,Female,Female,natives/STM/Art/Model/Character/ch03/059/011/4/ch03_059_0114
Lagiacrus Helm α,Male,Male,natives/STM/Art/Model/Character/ch02/039/000/3/ch02_039_0003
Lagiacrus Helm α,Male,Female,natives/STM/Art/Model/Character/ch02/039/001/3/ch02_039_0013
Lagiacrus Helm α,Female,Male,natives/STM/Art/Model/Character/ch03/039/000/3/ch03_039_0003
Lagiacrus Helm α,Female,Female,natives/STM/Art/Model/Character/ch03/039/001/3/ch03_039_0013
Lagiacrus Mail α,Male,Male,natives/STM/Art/Model/Character/ch02/039/000/2/ch02_039_0002
Lagiacrus Mail α,Male,Female,natives/STM/Art/Model/Character/ch02/039/001/2/ch02_039_0012
Lagiacrus Mail α,Female,Male,natives/STM/Art/Model/Character/ch03/039/000/2/ch03_039_0002
Lagiacrus Mail α,Female,Female,natives/STM/Art/Model/Character/ch03/039/001/2/ch03_039_0012
Lagiacrus Braces α,Male,Male,natives/STM/Art/Model/Character/ch02/039/000/1/ch02_039_0001
Lagiacrus Braces α,Male,Female,natives/STM/Art/Model/Character/ch02/039/001/1/ch02_039_0011
Lagiacrus Braces α,Female,Male,natives/STM/Art/Model/Character/ch03/039/000/1/ch03_039_0001
Lagiacrus Braces α,Female,Female,natives/STM/Art/Model/Character/ch03/039/001/1/ch03_039_0011
Lagiacrus Coil α,Male,Male,natives/STM/Art/Model/Character/ch02/039/000/5/ch02_039_0005
Lagiacrus Coil α,Male,Female,natives/STM/Art/Model/Character/ch02/039/001/5/ch02_039_0015
Lagiacrus Coil α,Female,Male,natives/STM/Art/Model/Character/ch03/039/000/5/ch03_039_0005
Lagiacrus Coil α,Female,Female,natives/STM/Art/Model/Character/ch03/039/001/5/ch03_039_0015
Lagiacrus Greaves α,Male,Male,natives/STM/Art/Model/Character/ch02/039/000/4/ch02_039_0004
Lagiacrus Greaves α,Male,Female,natives/STM/Art/Model/Character/ch02/039/001/4/ch02_039_0014
Lagiacrus Greaves α,Female,Male,natives/STM/Art/Model/Character/ch03/039/000/4/ch03_039_0004
Lagiacrus Greaves α,Female,Female,natives/STM/Art/Model/Character/ch03/039/001/4/ch03_039_0014
Lagiacrus Helm β,Male,Male,natives/STM/Art/Model/Character/ch02/039/000/3/ch02_039_0003
Lagiacrus Helm β,Male,Female,natives/STM/Art/Model/Character/ch02/039/001/3/ch02_039_0013
Lagiacrus Helm β,Female,Male,natives/STM/Art/Model/Character/ch03/039/000/3/ch03_039_0003
Lagiacrus Helm β,Female,Female,natives/STM/Art/Model/Character/ch03/039/001/3/ch03_039_0013
Lagiacrus Mail β,Male,Male,natives/STM/Art/Model/Character/ch02/039/000/2/ch02_039_0002
Lagiacrus Mail β,Male,Female,natives/STM/Art/Model/Character/ch02/039/001/2/ch02_039_0012
Lagiacrus Mail β,Female,Male,natives/STM/Art/Model/Character/ch03/039/000/2/ch03_039_0002
Lagiacrus Mail β,Female,Female,natives/STM/Art/Model/Character/ch03/039/001/2/ch03_039_0012
Lagiacrus Braces β,Male,Male,natives/STM/Art/Model/Character/ch02/039/000/1/ch02_039_0001
Lagiacrus Braces β,Male,Female,natives/STM/Art/Model/Character/ch02/039/001/1/ch02_039_0011
Lagiacrus Braces β,Female,Male,natives/STM/Art/Model/Character/ch03/039/000/1/ch03_039_0001
Lagiacrus Braces β,Female,Female,natives/STM/Art/Model/Character/ch03/039/001/1/ch03_039_0011
Lagiacrus Coil β,Male,Male,natives/STM/Art/Model/Character/ch02/039/000/5/ch02_039_0005
Lagiacrus Coil β,Male,Female,natives/STM/Art/Model/Character/ch02/039/001/5/ch02_039_0015
Lagiacrus Coil β,Female,Male,natives/STM/Art/Model/Character/ch03/039/000/5/ch03_039_0005
Lagiacrus Coil β,Female,Female,natives/STM/Art/Model/Character/ch03/039/001/5/ch03_039_0015
Lagiacrus Greaves β,Male,Male,natives/STM/Art/Model/Character/ch02/039/000/4/ch02_039_0004
Lagiacrus Greaves β,Male,Female,natives/STM/Art/Model/Character/ch02/039/001/4/ch02_039_0014
Lagiacrus Greaves β,Female,Male,natives/STM/Art/Model/Character/ch03/039/000/4/ch03_039_0004
Lagiacrus Greaves β,Female,Female,natives/STM/Art/Model/Character/ch03/039/001/4/ch03_039_0014
Regios Helm α,Male,Male,natives/STM/Art/Model/Character/ch02/038/000/3/ch02_038_0003
Regios Helm α,Male,Female,natives/STM/Art/Model/Character/ch02/038/001/3/ch02_038_0013
Regios Helm α,Female,Male,natives/STM/Art/Model/Character/ch03/038/000/3/ch03_038_0003
Regios Helm α,Female,Female,natives/STM/Art/Model/Character/ch03/038/001/3/ch03_038_0013
Regios Mail α,Male,Male,natives/STM/Art/Model/Character/ch02/038/000/2/ch02_038_0002
Regios Mail α,Male,Female,natives/STM/Art/Model/Character/ch02/038/001/2/ch02_038_0012
Regios Mail α,Female,Male,natives/STM/Art/Model/Character/ch03/038/000/2/ch03_038_0002
Regios Mail α,Female,Female,natives/STM/Art/Model/Character/ch03/038/001/2/ch03_038_0012
Regios Vambraces α,Male,Male,natives/STM/Art/Model/Character/ch02/038/000/1/ch02_038_0001
Regios Vambraces α,Male,Female,natives/STM/Art/Model/Character/ch02/038/001/1/ch02_038_0011
Regios Vambraces α,Female,Male,natives/STM/Art/Model/Character/ch03/038/000/1/ch03_038_0001
Regios Vambraces α,Female,Female,natives/STM/Art/Model/Character/ch03/038/001/1/ch03_038_0011
Regios Coil α,Male,Male,natives/STM/Art/Model/Character/ch02/038/000/5/ch02_038_0005
Regios Coil α,Male,Female,natives/STM/Art/Model/Character/ch02/038/001/5/ch02_038_0015
Regios Coil α,Female,Male,natives/STM/Art/Model/Character/ch03/038/000/5/ch03_038_0005
Regios Coil α,Female,Female,natives/STM/Art/Model/Character/ch03/038/001/5/ch03_038_0015
Regios Greaves α,Male,Male,natives/STM/Art/Model/Character/ch02/038/000/4/ch02_038_0004
Regios Greaves α,Male,Female,natives/STM/Art/Model/Character/ch02/038/001/4/ch02_038_0014
Regios Greaves α,Female,Male,natives/STM/Art/Model/Character/ch03/038/000/4/ch03_038_0004
Regios Greaves α,Female,Female,natives/STM/Art/Model/Character/ch03/038/001/4/ch03_038_0014
Regios Helm β,Male,Male,natives/STM/Art/Model/Character/ch02/038/000/3/ch02_038_0003
Regios Helm β,Male,Female,natives/STM/Art/Model/Character/ch02/038/001/3/ch02_038_0013
Regios Helm β,Female,Male,natives/STM/Art/Model/Character/ch03/038/000/3/ch03_038_0003
Regios Helm β,Female,Female,natives/STM/Art/Model/Character/ch03/038/001/3/ch03_038_0013
Regios Mail β,Male,Male,natives/STM/Art/Model/Character/ch02/038/000/2/ch02_038_0002
Regios Mail β,Male,Female,natives/STM/Art/Model/Character/ch02/038/001/2/ch02_038_0012
Regios Mail β,Female,Male,natives/STM/Art/Model/Character/ch03/038/000/2/ch03_038_0002
Regios Mail β,Female,Female,natives/STM/Art/Model/Character/ch03/038/001/2/ch03_038_0012
Regios Vambraces β,Male,Male,natives/STM/Art/Model/Character/ch02/038/000/1/ch02_038_0001
Regios Vambraces β,Male,Female,natives/STM/Art/Model/Character/ch02/038/001/1/ch02_038_0011
Regios Vambraces β,Female,Male,natives/STM/Art/Model/Character/ch03/038/000/1/ch03_038_0001
Regios Vambraces β,Female,Female,natives/STM/Art/Model/Character/ch03/038/001/1/ch03_038_0011
Regios Coil β,Male,Male,natives/STM/Art/Model/Character/ch02/038/000/5/ch02_038_0005
Regios Coil β,Male,Female,natives/STM/Art/Model/Character/ch02/038/001/5/ch02_038_0015
Regios Coil β,Female,Male,natives/STM/Art/Model/Character/ch03/038/000/5/ch03_038_0005
Regios Coil β,Female,Female,natives/STM/Art/Model/Character/ch03/038/001/5/ch03_038_0015
Regios Greaves β,Male,Male,natives/STM/Art/Model/Character/ch02/038/000/4/ch02_038_0004
Regios Greaves β,Male,Female,natives/STM/Art/Model/Character/ch02/038/001/4/ch02_038_0014
Regios Greaves β,Female,Male,natives/STM/Art/Model/Character/ch03/038/000/4/ch03_038_0004
Regios Greaves β,Female,Female,natives/STM/Art/Model/Character/ch03/038/001/4/ch03_038_0014
Rey Sandhelm γ,Male,Male,natives/STM/Art/Model/Character/ch02/021/300/3/ch02_021_3003
Rey Sandhelm γ,Male,Female,natives/STM/Art/Model/Character/ch02/021/301/3/ch02_021_3013
Rey Sandhelm γ,Female,Male,natives/STM/Art/Model/Character/ch03/021/300/3/ch03_021_3003
Rey Sandhelm γ,Female,Female,natives/STM/Art/Model/Character/ch03/021/301/3/ch03_021_3013
Rey Sandmail γ,Male,Male,natives/STM/Art/Model/Character/ch02/021/300/2/ch02_021_3002
Rey Sandmail γ,Male,Female,natives/STM/Art/Model/Character/ch02/021/301/2/ch02_021_3012
Rey Sandmail γ,Female,Male,natives/STM/Art/Model/Character/ch03/021/300/2/ch03_021_3002
Rey Sandmail γ,Female,Female,natives/STM/Art/Model/Character/ch03/021/301/2/ch03_021_3012
Rey Sandbraces γ,Male,Male,natives/STM/Art/Model/Character/ch02/021/300/1/ch02_021_3001
Rey Sandbraces γ,Male,Female,natives/STM/Art/Model/Character/ch02/021/301/1/ch02_021_3011
Rey Sandbraces γ,Female,Male,natives/STM/Art/Model/Character/ch03/021/300/1/ch03_021_3001
Rey Sandbraces γ,Female,Female,natives/STM/Art/Model/Character/ch03/021/301/1/ch03_021_3011
Rey Sandcoil γ,Male,Male,natives/STM/Art/Model/Character/ch02/021/300/5/ch02_021_3005
Rey Sandcoil γ,Male,Female,natives/STM/Art/Model/Character/ch02/021/301/5/ch02_021_3015
Rey Sandcoil γ,Female,Male,natives/STM/Art/Model/Character/ch03/021/300/5/ch03_021_3005
Rey Sandcoil γ,Female,Female,natives/STM/Art/Model/Character/ch03/021/301/5/ch03_021_3015
Rey Sandgreaves γ,Male,Male,natives/STM/Art/Model/Character/ch02/021/300/4/ch02_021_3004
Rey Sandgreaves γ,Male,Female,natives/STM/Art/Model/Character/ch02/021/301/4/ch02_021_3014
Rey Sandgreaves γ,Female,Male,natives/STM/Art/Model/Character/ch03/021/300/4/ch03_021_3004
Rey Sandgreaves γ,Female,Female,natives/STM/Art/Model/Character/ch03/021/301/4/ch03_021_3014
Duna Wildhelm γ,Male,Male,natives/STM/Art/Model/Character/ch02/017/300/3/ch02_017_3003
Duna Wildhelm γ,Male,Female,natives/STM/Art/Model/Character/ch02/017/301/3/ch02_017_3013
Duna Wildhelm γ,Female,Male,natives/STM/Art/Model/Character/ch03/017/300/3/ch03_017_3003
Duna Wildhelm γ,Female,Female,natives/STM/Art/Model/Character/ch03/017/301/3/ch03_017_3013
Duna Wildmail γ,Male,Male,natives/STM/Art/Model/Character/ch02/017/300/2/ch02_017_3002
Duna Wildmail γ,Male,Female,natives/STM/Art/Model/Character/ch02/017/301/2/ch02_017_3012
Duna Wildmail γ,Female,Male,natives/STM/Art/Model/Character/ch03/017/300/2/ch03_017_3002
Duna Wildmail γ,Female,Female,natives/STM/Art/Model/Character/ch03/017/301/2/ch03_017_3012
Duna Wildbraces γ,Male,Male,natives/STM/Art/Model/Character/ch02/017/300/1/ch02_017_3001
Duna Wildbraces γ,Male,Female,natives/STM/Art/Model/Character/ch02/017/301/1/ch02_017_3011
Duna Wildbraces γ,Female,Male,natives/STM/Art/Model/Character/ch03/017/300/1/ch03_017_3001
Duna Wildbraces γ,Female,Female,natives/STM/Art/Model/Character/ch03/017/301/1/ch03_017_3011
Duna Wildcoil γ,Male,Male,natives/STM/Art/Model/Character/ch02/017/300/5/ch02_017_3005
Duna Wildcoil γ,Male,Female,natives/STM/Art/Model/Character/ch02/017/301/5/ch02_017_3015
Duna Wildcoil γ,Female,Male,natives/STM/Art/Model/Character/ch03/017/300/5/ch03_017_3005
Duna Wildcoil γ,Female,Female,natives/STM/Art/Model/Character/ch03/017/301/5/ch03_017_3015
Duna Wildgreaves γ,Male,Male,natives/STM/Art/Model/Character/ch02/017/300/4/ch02_017_3004
Duna Wildgreaves γ,Male,Female,natives/STM/Art/Model/Character/ch02/017/301/4/ch02_017_3014
Duna Wildgreaves γ,Female,Male,natives/STM/Art/Model/Character/ch03/017/300/4/ch03_017_3004
Duna Wildgreaves γ,Female,Female,natives/STM/Art/Model/Character/ch03/017/301/4/ch03_017_3014
Udra Mirehelm γ,Male,Male,natives/STM/Art/Model/Character/ch02/027/300/3/ch02_027_3003
Udra Mirehelm γ,Male,Female,natives/STM/Art/Model/Character/ch02/027/301/3/ch02_027_3013
Udra Mirehelm γ,Female,Male,natives/STM/Art/Model/Character/ch03/027/300/3/ch03_027_3003
Udra Mirehelm γ,Female,Female,natives/STM/Art/Model/Character/ch03/027/301/3/ch03_027_3013
Udra Miremail γ,Male,Male,natives/STM/Art/Model/Character/ch02/027/300/2/ch02_027_3002
Udra Miremail γ,Male,Female,natives/STM/Art/Model/Character/ch02/027/301/2/ch02_027_3012
Udra Miremail γ,Female,Male,natives/STM/Art/Model/Character/ch03/027/300/2/ch03_027_3002
Udra Miremail γ,Female,Female,natives/STM/Art/Model/Character/ch03/027/301/2/ch03_027_3012
Udra Mirebraces γ,Male,Male,natives/STM/Art/Model/Character/ch02/027/300/1/ch02_027_3001
Udra Mirebraces γ,Male,Female,natives/STM/Art/Model/Character/ch02/027/301/1/ch02_027_3011
Udra Mirebraces γ,Female,Male,natives/STM/Art/Model/Character/ch03/027/300/1/ch03_027_3001
Udra Mirebraces γ,Female,Female,natives/STM/Art/Model/Character/ch03/027/301/1/ch03_027_3011
Udra Mirecoil γ,Male,Male,natives/STM/Art/Model/Character/ch02/027/300/5/ch02_027_3005
Udra Mirecoil γ,Male,Female,natives/STM/Art/Model/Character/ch02/027/301/5/ch02_027_3015
Udra Mirecoil γ,Female,Male,natives/STM/Art/Model/Character/ch03/027/300/5/ch03_027_3005
Udra Mirecoil γ,Female,Female,natives/STM/Art/Model/Character/ch03/027/301/5/ch03_027_3015
Udra Miregreaves γ,Male,Male,natives/STM/Art/Model/Character/ch02/027/300/4/ch02_027_3004
Udra Miregreaves γ,Male,Female,natives/STM/Art/Model/Character/ch02/027/301/4/ch02_027_3014
Udra Miregreaves γ,Female,Male,natives/STM/Art/Model/Character/ch03/027/300/4/ch03_027_3004
Udra Miregreaves γ,Female,Female,natives/STM/Art/Model/Character/ch03/027/301/4/ch03_027_3014
Sakuratide Headgear α,Male,Male,natives/STM/Art/Model/Character/ch02/069/000/3/ch02_069_0003
Sakuratide Headgear α,Male,Female,natives/STM/Art/Model/Character/ch02/069/001/3/ch02_069_0013
Sakuratide Headgear α,Female,Male,natives/STM/Art/Model/Character/ch03/069/000/3/ch03_069_0003
Sakuratide Headgear α,Female,Female,natives/STM/Art/Model/Character/ch03/069/001/3/ch03_069_0013
Sakuratide Robe α,Male,Male,natives/STM/Art/Model/Character/ch02/069/000/2/ch02_069_0002
Sakuratide Robe α,Male,Female,natives/STM/Art/Model/Character/ch02/069/001/2/ch02_069_0012
